bust,waist,hips,shoulder,height,shape
39,31,39,17,159,Hourglass
36,32,44,15,160,Pear
38,33,28,22,164,InvertedTriangle
36,31,48,18,182,Pear
34,33,33,19,156,Rectangle
41,33,42,18,157,Hourglass
38,36,35,18,161,Apple
33,28,41,18,181,Pear
38,29,37,19,160,Hourglass
34,29,45,17,154,Pear
39,30,38,17,150,Hourglass
40,37,34,20,182,InvertedTriangle
38,35,49,17,172,Pear
38,34,28,21,153,InvertedTriangle
42,35,41,19,183,Hourglass
34,32,36,16,152,Rectangle
38,35,48,16,157,Pear
43,37,36,23,172,InvertedTriangle
38,33,46,18,160,Pear
35,32,37,19,175,Rectangle
38,35,31,23,154,InvertedTriangle
39,37,38,18,180,Apple
40,35,34,22,157,InvertedTriangle
35,25,36,18,184,Hourglass
42,38,37,20,178,InvertedTriangle
40,30,42,19,166,Hourglass
35,33,36,17,184,Rectangle
37,32,46,16,176,Pear
43,38,33,21,153,InvertedTriangle
38,35,29,22,177,InvertedTriangle
34,32,33,19,183,Rectangle
33,31,40,17,156,Pear
37,36,38,19,184,Rectangle
38,29,40,16,151,Hourglass
41,39,40,19,172,Apple
39,37,37,17,150,Apple
36,33,35,19,177,Rectangle
36,34,34,18,153,Apple
42,42,41,19,177,Apple
41,39,38,17,185,Apple
40,37,39,19,180,Rectangle
37,30,36,19,165,Hourglass
38,36,50,17,185,Pear
36,30,36,16,176,Hourglass
35,28,37,17,172,Hourglass
39,35,34,23,182,InvertedTriangle
43,42,42,20,155,Apple
41,41,38,18,165,Apple
40,37,40,18,170,Rectangle
35,27,37,16,174,Hourglass
39,36,33,24,183,InvertedTriangle
43,43,41,20,182,Apple
44,44,42,18,172,Apple
40,40,39,19,179,Apple
43,38,37,23,153,InvertedTriangle
36,27,37,17,175,Hourglass
39,39,36,19,161,Apple
42,40,39,19,176,Apple
36,35,35,19,184,Apple
39,37,36,18,166,Apple
40,40,38,18,181,Apple
40,34,31,22,182,InvertedTriangle
34,26,34,19,150,Hourglass
39,36,38,19,156,Rectangle
32,28,39,17,177,Pear
40,34,39,18,170,Hourglass
36,36,33,17,173,Apple
42,34,44,19,157,Hourglass
42,41,40,19,151,Apple
39,36,33,24,167,InvertedTriangle
34,29,45,15,173,Pear
46,40,40,20,169,InvertedTriangle
34,32,43,17,150,Pear
44,44,43,19,181,Apple
39,36,41,19,151,Rectangle
36,31,45,15,185,Pear
44,39,39,24,169,InvertedTriangle
36,35,34,18,151,Apple
32,27,38,15,163,Pear
34,27,32,19,156,Hourglass
35,26,36,18,159,Hourglass
41,40,40,20,155,Apple
37,34,37,16,167,Rectangle
36,27,35,19,180,Hourglass
44,44,43,19,168,Apple
41,33,40,19,157,Hourglass
37,34,36,19,176,Rectangle
33,28,40,16,173,Pear
34,26,33,19,154,Hourglass
40,37,40,16,181,Rectangle
39,36,38,16,150,Rectangle
45,40,37,23,174,InvertedTriangle
34,25,33,18,157,Hourglass
33,31,42,15,175,Pear
33,28,41,18,175,Pear
44,43,41,18,157,Apple
36,34,42,15,160,Pear
38,37,35,19,174,Apple
42,37,36,23,167,InvertedTriangle
43,41,41,17,179,Apple
43,42,42,19,181,Apple
37,35,34,20,161,Apple
39,29,39,17,164,Hourglass
39,37,39,17,155,Rectangle
37,35,34,18,175,Apple
45,39,35,20,165,InvertedTriangle
36,35,35,19,171,Rectangle
36,30,34,16,163,Hourglass
38,36,49,16,164,Pear
42,39,34,21,157,InvertedTriangle
38,31,38,19,156,Hourglass
38,28,39,18,174,Hourglass
39,29,40,16,185,Hourglass
37,30,35,17,172,Hourglass
41,39,39,17,182,Apple
32,30,44,17,182,Pear
34,32,45,16,167,Pear
44,42,42,17,152,Apple
38,30,37,18,152,Hourglass
35,29,36,16,164,Hourglass
39,38,39,18,169,Rectangle
40,36,32,20,158,InvertedTriangle
42,36,34,21,183,InvertedTriangle
34,32,33,18,175,Rectangle
36,27,34,18,172,Hourglass
45,39,38,24,155,InvertedTriangle
43,40,35,23,154,InvertedTriangle
35,25,35,16,159,Hourglass
37,31,35,19,168,Hourglass
40,31,38,18,181,Hourglass
34,31,46,15,179,Pear
36,34,36,16,183,Rectangle
40,38,42,16,180,Rectangle
41,35,36,21,162,InvertedTriangle
37,36,36,20,171,Apple
45,41,40,21,171,InvertedTriangle
37,36,35,19,163,Apple
45,42,35,21,166,InvertedTriangle
42,33,42,17,161,Hourglass
41,40,38,19,161,Apple
38,32,33,23,180,InvertedTriangle
38,37,37,17,157,Rectangle
43,37,36,24,150,InvertedTriangle
40,40,38,20,169,Apple
37,35,36,16,164,Rectangle
38,33,28,21,158,InvertedTriangle
36,32,44,17,164,Pear
37,35,39,16,169,Rectangle
35,34,34,17,170,Rectangle
38,36,39,19,169,Rectangle
40,38,38,18,168,Apple
38,36,46,17,181,Pear
42,36,32,24,159,InvertedTriangle
42,33,41,17,157,Hourglass
39,36,41,19,155,Rectangle
35,25,33,18,154,Hourglass
37,35,49,15,154,Pear
42,42,41,20,178,Apple
42,34,44,16,183,Hourglass
39,38,39,16,152,Rectangle
39,39,38,17,160,Apple
42,34,43,18,184,Hourglass
40,38,38,17,185,Apple
35,30,42,16,151,Pear
35,25,36,16,150,Hourglass
39,36,29,22,177,InvertedTriangle
38,34,47,17,157,Pear
34,32,45,17,171,Pear
37,34,36,19,151,Rectangle
37,28,36,17,162,Hourglass
36,32,43,18,179,Pear
37,30,38,17,178,Hourglass
38,36,38,18,181,Rectangle
39,37,40,16,166,Rectangle
37,35,38,17,170,Rectangle
42,33,40,19,174,Hourglass
35,32,44,17,178,Pear
43,43,42,19,177,Apple
40,39,40,16,182,Rectangle
33,30,45,17,184,Pear
42,38,33,21,174,InvertedTriangle
40,40,39,19,185,Apple
40,39,41,17,184,Rectangle
37,37,34,18,178,Apple
37,30,38,19,178,Hourglass
34,30,46,17,170,Pear
38,31,38,16,167,Hourglass
39,38,38,17,175,Apple
38,30,40,18,185,Hourglass
45,40,39,23,169,InvertedTriangle
46,40,40,21,169,InvertedTriangle
42,42,40,20,154,Apple
40,37,39,19,166,Rectangle
40,30,41,18,165,Hourglass
39,38,38,17,170,Rectangle
40,39,41,16,169,Rectangle
42,37,35,23,153,InvertedTriangle
41,34,40,17,160,Hourglass
41,40,38,20,166,Apple
36,35,36,19,176,Rectangle
40,37,33,24,163,InvertedTriangle
41,34,39,18,169,Hourglass
41,41,40,20,171,Apple
35,32,34,16,172,Rectangle
38,33,47,16,167,Pear
40,38,39,16,162,Rectangle
46,42,38,20,150,InvertedTriangle
42,36,41,17,176,Hourglass
44,40,37,22,169,InvertedTriangle
37,35,39,19,152,Rectangle
35,34,34,18,183,Rectangle
44,44,41,17,164,Apple
43,43,40,18,157,Apple
40,37,41,16,160,Rectangle
36,33,36,18,154,Rectangle
40,32,38,17,169,Hourglass
41,38,31,20,179,InvertedTriangle
41,34,42,16,169,Hourglass
36,35,35,18,184,Apple
34,33,33,18,164,Rectangle
38,33,29,20,173,InvertedTriangle
38,36,39,16,184,Rectangle
33,30,44,17,159,Pear
35,25,37,19,151,Hourglass
38,35,39,16,159,Rectangle
39,34,30,23,165,InvertedTriangle
41,41,38,17,165,Apple
37,27,37,17,172,Hourglass
34,27,35,16,165,Hourglass
36,35,35,19,151,Rectangle
42,40,39,18,150,Apple
37,35,39,19,178,Rectangle
38,37,35,18,160,Apple
40,39,39,19,154,Apple
40,38,40,16,184,Rectangle
41,31,43,18,151,Hourglass
40,34,31,22,184,InvertedTriangle
35,29,36,19,177,Hourglass
33,29,39,15,179,Pear
41,41,38,19,180,Apple
37,32,47,17,174,Pear
42,35,43,18,150,Hourglass
36,33,37,18,179,Rectangle
43,43,40,19,157,Apple
35,33,43,17,177,Pear
36,27,34,19,166,Hourglass
32,29,44,18,181,Pear
34,32,42,17,171,Pear
39,38,39,16,164,Rectangle
34,32,36,18,165,Rectangle
46,42,37,23,174,InvertedTriangle
37,34,37,19,172,Rectangle
38,37,36,20,160,Apple
32,30,43,17,170,Pear
42,36,37,23,164,InvertedTriangle
44,44,41,18,153,Apple
41,34,40,19,160,Hourglass
40,31,41,16,176,Hourglass
45,40,40,22,156,InvertedTriangle
34,29,41,15,160,Pear
42,39,37,23,150,InvertedTriangle
37,35,34,19,166,Apple
38,31,36,18,155,Hourglass
39,29,38,19,174,Hourglass
40,39,39,19,160,Apple
40,40,37,17,180,Apple
43,37,33,24,159,InvertedTriangle
36,34,45,15,176,Pear
43,38,34,20,160,InvertedTriangle
37,34,38,16,159,Rectangle
41,36,34,23,167,InvertedTriangle
34,33,36,18,168,Rectangle
35,30,46,15,156,Pear
43,42,40,20,167,Apple
41,40,40,18,164,Apple
38,36,36,17,164,Apple
41,41,40,18,162,Apple
43,43,40,20,150,Apple
33,30,39,18,173,Pear
43,40,38,24,155,InvertedTriangle
38,36,37,20,157,Apple
36,31,46,17,176,Pear
43,43,41,18,159,Apple
36,27,37,19,158,Hourglass
37,31,35,16,170,Hourglass
35,33,37,17,167,Rectangle
40,35,31,21,164,InvertedTriangle
36,36,35,17,173,Apple
34,32,44,17,169,Pear
38,34,49,17,151,Pear
43,43,40,20,181,Apple
38,37,38,16,177,Rectangle
45,40,38,24,162,InvertedTriangle
39,38,38,19,159,Apple
35,33,36,16,176,Rectangle
38,34,50,15,164,Pear
41,37,31,23,177,InvertedTriangle
34,30,41,16,168,Pear
40,39,39,17,160,Apple
35,34,34,17,171,Rectangle
33,29,44,15,165,Pear
33,30,43,15,177,Pear
39,34,29,21,165,InvertedTriangle
40,31,38,17,152,Hourglass
40,36,35,24,170,InvertedTriangle
39,38,38,17,167,Apple
39,33,37,18,164,Hourglass
36,34,47,18,153,Pear
36,35,35,18,174,Rectangle
40,39,39,19,172,Apple
38,37,39,19,164,Rectangle
42,36,42,19,168,Hourglass
40,34,34,22,160,InvertedTriangle
34,29,44,18,171,Pear
38,37,38,16,158,Rectangle
41,40,40,18,159,Apple
40,38,39,20,177,Apple
34,30,43,16,182,Pear
36,32,46,16,172,Pear
38,35,44,17,158,Pear
39,32,41,17,156,Hourglass
38,35,37,18,173,Rectangle
41,35,34,24,177,InvertedTriangle
34,28,35,16,151,Hourglass
36,34,35,16,168,Rectangle
37,36,37,16,184,Rectangle
34,30,44,17,163,Pear
33,28,45,17,154,Pear
34,24,34,18,182,Hourglass
34,28,34,19,159,Hourglass
44,40,37,20,182,InvertedTriangle
38,36,40,17,174,Rectangle
42,41,39,17,173,Apple
40,38,42,19,164,Rectangle
36,34,48,15,152,Pear
37,32,47,15,166,Pear
32,29,38,15,182,Pear
38,33,49,16,181,Pear
41,35,43,17,156,Hourglass
43,39,36,21,170,InvertedTriangle
41,40,39,18,159,Apple
44,44,43,19,165,Apple
42,40,39,17,160,Apple
34,31,35,18,182,Rectangle
37,27,39,16,156,Hourglass
39,34,33,21,158,InvertedTriangle
40,31,39,16,168,Hourglass
41,34,43,18,169,Hourglass
33,28,45,15,156,Pear
45,41,37,23,185,InvertedTriangle
36,28,38,16,150,Hourglass
36,35,36,19,154,Rectangle
40,38,40,17,174,Rectangle
38,34,31,21,172,InvertedTriangle
42,36,32,23,159,InvertedTriangle
38,35,38,19,157,Rectangle
44,40,35,21,174,InvertedTriangle
44,38,37,21,151,InvertedTriangle
38,35,50,16,155,Pear
42,36,35,24,156,InvertedTriangle
39,38,38,19,179,Apple
33,30,43,15,161,Pear
44,42,41,17,158,Apple
42,36,32,21,164,InvertedTriangle
37,35,36,17,162,Apple
39,31,37,17,171,Hourglass
40,35,30,23,160,InvertedTriangle
36,34,35,19,160,Apple
34,29,40,17,159,Pear
44,40,36,20,164,InvertedTriangle
41,39,39,17,174,Apple
40,39,39,17,157,Apple
34,33,33,17,160,Rectangle
34,29,45,15,170,Pear
44,44,41,17,151,Apple
38,36,37,19,159,Rectangle
42,36,37,21,160,InvertedTriangle
37,35,39,18,159,Rectangle
38,37,39,18,169,Rectangle
41,40,38,20,157,Apple
38,35,40,16,163,Rectangle
41,40,39,17,155,Apple
38,37,37,16,170,Rectangle
40,39,37,18,179,Apple
36,30,36,18,154,Hourglass
44,39,38,23,179,InvertedTriangle
44,43,43,19,162,Apple
39,31,37,17,177,Hourglass
39,32,41,18,185,Hourglass
35,34,37,19,181,Rectangle
38,35,32,20,157,InvertedTriangle
36,36,34,17,169,Apple
40,30,42,18,156,Hourglass
37,35,37,18,183,Rectangle
38,34,33,21,150,InvertedTriangle
42,39,36,22,184,InvertedTriangle
33,31,44,15,163,Pear
38,38,35,20,167,Apple
46,43,37,21,179,InvertedTriangle
43,39,37,23,160,InvertedTriangle
37,34,37,19,175,Rectangle
34,31,41,17,176,Pear
34,26,36,16,157,Hourglass
41,35,33,20,156,InvertedTriangle
37,32,43,16,154,Pear
40,36,35,22,165,InvertedTriangle
41,35,41,18,158,Hourglass
46,40,37,21,168,InvertedTriangle
34,26,34,16,161,Hourglass
33,29,42,16,156,Pear
38,34,33,20,177,InvertedTriangle
40,39,42,18,163,Rectangle
34,32,36,16,164,Rectangle
38,31,39,19,162,Hourglass
45,41,40,20,181,InvertedTriangle
44,43,41,19,159,Apple
40,38,40,16,154,Rectangle
38,30,37,19,162,Hourglass
39,37,41,18,179,Rectangle
37,34,36,18,156,Rectangle
42,39,32,21,175,InvertedTriangle
43,38,37,20,169,InvertedTriangle
36,26,35,18,150,Hourglass
40,33,42,19,181,Hourglass
40,37,30,24,173,InvertedTriangle
44,43,42,20,162,Apple
42,42,39,20,166,Apple
37,36,36,19,167,Apple
36,34,35,19,185,Apple
43,39,34,22,169,InvertedTriangle
44,43,43,18,185,Apple
36,33,37,17,161,Rectangle
35,33,35,18,173,Rectangle
34,33,36,17,159,Rectangle
34,26,32,18,172,Hourglass
39,38,38,20,152,Apple
39,34,30,21,172,InvertedTriangle
36,26,35,19,184,Hourglass
45,41,38,20,185,InvertedTriangle
35,26,36,19,175,Hourglass
34,32,35,17,152,Rectangle
41,39,40,17,168,Apple
38,36,38,16,167,Rectangle
36,33,38,18,156,Rectangle
44,38,34,22,156,InvertedTriangle
42,41,41,18,177,Apple
34,32,33,18,153,Rectangle
39,35,33,24,177,InvertedTriangle
40,36,30,23,154,InvertedTriangle
34,33,35,19,154,Rectangle
41,39,39,18,162,Apple
35,34,34,16,177,Rectangle
36,34,35,18,165,Apple
37,35,38,16,160,Rectangle
35,34,37,18,158,Rectangle
39,36,38,17,151,Rectangle
35,25,34,19,150,Hourglass
40,39,41,19,158,Rectangle
41,41,38,19,163,Apple
39,29,38,17,185,Hourglass
34,28,32,19,168,Hourglass
38,37,37,18,158,Apple
36,28,37,18,158,Hourglass
38,36,35,17,156,Apple
35,28,35,17,169,Hourglass
37,35,37,18,176,Rectangle
33,31,41,16,150,Pear
34,25,36,17,184,Hourglass
42,41,39,20,151,Apple
40,33,39,18,158,Hourglass
45,42,39,24,180,InvertedTriangle
39,37,37,17,158,Apple
40,40,38,20,182,Apple
39,31,40,17,182,Hourglass
37,34,45,18,155,Pear
42,37,35,20,174,InvertedTriangle
42,37,37,24,166,InvertedTriangle
35,30,44,18,161,Pear
41,36,33,20,160,InvertedTriangle
38,37,40,18,150,Rectangle
40,31,41,16,156,Hourglass
41,35,31,21,179,InvertedTriangle
40,38,40,17,183,Rectangle
39,35,33,24,183,InvertedTriangle
37,37,34,20,154,Apple
37,37,36,18,185,Apple
39,37,36,19,173,Apple
38,37,40,18,162,Rectangle
35,26,36,19,178,Hourglass
38,37,35,19,168,Apple
44,42,43,19,180,Apple
40,39,38,19,168,Apple
36,33,38,19,168,Rectangle
42,40,41,20,170,Apple
34,33,34,19,152,Rectangle
33,31,42,17,152,Pear
40,36,34,24,170,InvertedTriangle
36,34,38,19,167,Rectangle
42,33,41,16,160,Hourglass
36,34,33,20,165,Apple
36,35,36,17,183,Rectangle
37,35,39,16,157,Rectangle
36,34,38,19,184,Rectangle
35,32,37,16,167,Rectangle
41,36,35,21,181,InvertedTriangle
40,38,42,19,164,Rectangle
36,33,36,16,185,Rectangle
43,42,42,17,172,Apple
36,33,38,17,184,Rectangle
40,38,37,18,179,Apple
32,27,43,18,159,Pear
38,33,47,16,172,Pear
40,37,41,18,161,Rectangle
36,28,36,16,157,Hourglass
44,41,36,21,159,InvertedTriangle
35,34,37,17,175,Rectangle
35,32,43,16,169,Pear
39,36,33,21,174,InvertedTriangle
41,32,43,17,174,Hourglass
40,40,38,19,174,Apple
36,33,44,18,152,Pear
37,37,36,19,159,Apple
36,36,34,17,180,Apple
42,40,39,20,173,Apple
39,38,39,19,179,Rectangle
37,36,39,19,163,Rectangle
38,36,37,19,185,Rectangle
39,38,41,16,177,Rectangle
40,35,35,21,166,InvertedTriangle
35,25,35,17,153,Hourglass
40,34,38,19,174,Hourglass
32,30,42,15,158,Pear
34,32,33,18,169,Rectangle
37,28,35,16,182,Hourglass
32,29,44,16,158,Pear
41,35,33,24,167,InvertedTriangle
39,33,40,16,157,Hourglass
36,31,47,16,154,Pear
36,29,38,17,163,Hourglass
35,29,36,17,176,Hourglass
46,41,40,21,161,InvertedTriangle
39,39,38,19,157,Apple
34,30,40,15,173,Pear
37,34,37,18,160,Rectangle
44,41,35,21,184,InvertedTriangle
38,34,29,23,185,InvertedTriangle
35,31,44,17,168,Pear
37,29,36,18,161,Hourglass
40,36,33,21,165,InvertedTriangle
39,31,37,16,168,Hourglass
37,28,39,17,181,Hourglass
39,33,29,22,173,InvertedTriangle
34,32,33,16,167,Rectangle
43,43,41,17,162,Apple
32,27,39,17,181,Pear
36,31,46,15,177,Pear
37,28,37,19,163,Hourglass
37,35,36,20,157,Apple
38,36,46,16,155,Pear
42,39,35,21,167,InvertedTriangle
39,31,39,18,154,Hourglass
34,25,32,17,158,Hourglass
42,37,34,23,160,InvertedTriangle
38,32,28,22,172,InvertedTriangle
38,36,50,15,178,Pear
40,40,38,17,169,Apple
35,33,36,18,180,Rectangle
38,33,33,24,169,InvertedTriangle
40,34,42,17,161,Hourglass
36,26,38,16,152,Hourglass
35,26,34,16,155,Hourglass
42,39,32,23,155,InvertedTriangle
39,38,36,17,151,Apple
35,28,34,18,159,Hourglass
36,27,35,17,151,Hourglass
35,29,33,19,154,Hourglass
44,38,34,21,158,InvertedTriangle
38,36,39,18,174,Rectangle
36,29,36,19,172,Hourglass
44,42,43,18,164,Apple
44,43,42,19,179,Apple
39,30,39,19,175,Hourglass
37,35,39,16,153,Rectangle
43,42,41,19,178,Apple
39,34,32,22,171,InvertedTriangle
33,28,40,18,151,Pear
36,30,38,18,185,Hourglass
42,41,40,20,179,Apple
37,35,37,19,164,Rectangle
38,36,37,19,164,Apple
40,38,38,17,167,Apple
46,43,41,21,163,InvertedTriangle
33,31,45,15,158,Pear
42,42,39,18,170,Apple
40,40,37,20,173,Apple
40,40,39,19,184,Apple
40,34,33,22,171,InvertedTriangle
38,37,38,19,182,Rectangle
44,44,43,20,172,Apple
38,35,32,22,163,InvertedTriangle
42,34,44,17,167,Hourglass
41,37,31,21,176,InvertedTriangle
39,38,38,17,177,Apple
36,29,37,16,176,Hourglass
41,33,42,18,184,Hourglass
40,32,41,16,158,Hourglass
38,37,40,17,159,Rectangle
38,35,45,17,152,Pear
37,37,34,19,181,Apple
36,31,45,18,151,Pear
35,30,47,16,151,Pear
46,43,38,22,169,InvertedTriangle
36,35,35,19,157,Rectangle
46,42,37,23,170,InvertedTriangle
39,36,32,22,182,InvertedTriangle
37,34,46,15,180,Pear
34,25,32,16,154,Hourglass
37,33,43,16,177,Pear
41,31,43,17,152,Hourglass
40,35,30,21,168,InvertedTriangle
41,35,40,19,172,Hourglass
42,40,40,17,174,Apple
42,41,39,19,176,Apple
36,26,38,18,171,Hourglass
42,35,43,16,151,Hourglass
39,37,40,18,180,Rectangle
38,29,40,16,176,Hourglass
32,29,41,17,180,Pear
38,35,33,22,158,InvertedTriangle
40,37,39,16,170,Rectangle
38,36,37,17,150,Rectangle
33,30,43,18,163,Pear
36,35,35,18,185,Apple
37,34,45,16,168,Pear
37,35,36,19,173,Apple
39,33,33,22,152,InvertedTriangle
38,30,36,18,155,Hourglass
37,37,36,20,182,Apple
40,39,39,17,180,Rectangle
46,40,39,23,155,InvertedTriangle
46,43,39,23,170,InvertedTriangle
39,29,38,16,165,Hourglass
40,34,42,19,152,Hourglass
38,35,32,23,179,InvertedTriangle
40,37,41,16,151,Rectangle
40,30,39,16,177,Hourglass
38,35,40,19,182,Rectangle
42,32,43,19,163,Hourglass
41,41,38,20,161,Apple
37,36,35,20,168,Apple
43,40,36,20,174,InvertedTriangle
38,30,38,17,157,Hourglass
34,32,33,19,177,Rectangle
38,34,50,15,166,Pear
38,37,35,18,151,Apple
38,36,36,18,177,Apple
35,32,37,17,161,Rectangle
46,40,41,20,175,InvertedTriangle
46,42,38,22,151,InvertedTriangle
37,36,36,20,153,Apple
37,34,38,17,158,Rectangle
35,33,36,16,150,Rectangle
41,39,39,19,173,Apple
37,37,34,18,164,Apple
38,36,35,19,170,Apple
37,32,46,18,185,Pear
38,36,50,15,170,Pear
40,38,39,16,168,Rectangle
40,30,38,17,169,Hourglass
42,37,34,22,181,InvertedTriangle
38,38,36,19,160,Apple
37,35,44,18,179,Pear
37,28,38,16,180,Hourglass
34,29,46,18,161,Pear
40,39,41,19,150,Rectangle
34,32,40,16,151,Pear
41,35,33,23,169,InvertedTriangle
40,38,39,19,170,Apple
40,37,34,23,169,InvertedTriangle
37,34,45,15,168,Pear
36,33,37,19,158,Rectangle
40,39,42,16,155,Rectangle
42,42,40,19,167,Apple
38,33,30,21,178,InvertedTriangle
39,37,38,19,185,Apple
46,41,39,20,154,InvertedTriangle
36,36,35,18,179,Apple
38,37,36,19,184,Apple
40,30,39,19,160,Hourglass
34,32,33,18,163,Rectangle
44,38,34,21,166,InvertedTriangle
34,31,41,16,183,Pear
38,32,36,17,165,Hourglass
35,29,35,19,183,Hourglass
35,27,33,16,159,Hourglass
44,43,43,18,181,Apple
39,38,39,19,172,Rectangle
38,35,47,17,153,Pear
43,40,35,20,150,InvertedTriangle
39,32,39,17,181,Hourglass
32,29,40,18,169,Pear
44,44,42,18,173,Apple
33,28,39,15,153,Pear
36,35,35,19,162,Rectangle
38,31,38,19,163,Hourglass
36,32,45,15,171,Pear
38,37,36,20,151,Apple
34,29,41,17,155,Pear
35,29,37,17,171,Hourglass
33,30,43,16,169,Pear
45,39,39,23,178,InvertedTriangle
35,33,34,17,183,Rectangle
36,29,36,18,161,Hourglass
40,39,38,17,174,Apple
37,37,36,19,171,Apple
40,36,34,21,181,InvertedTriangle
41,33,40,18,150,Hourglass
38,33,31,22,152,InvertedTriangle
39,29,39,17,184,Hourglass
43,43,40,20,162,Apple
39,30,39,17,172,Hourglass
41,40,40,17,172,Apple
38,34,46,18,166,Pear
39,35,31,24,179,InvertedTriangle
38,32,33,23,177,InvertedTriangle
35,27,34,17,178,Hourglass
43,38,38,21,175,InvertedTriangle
35,32,43,18,157,Pear
41,38,36,20,172,InvertedTriangle
34,28,34,17,156,Hourglass
32,29,41,18,157,Pear
43,43,40,18,173,Apple
37,35,38,17,178,Rectangle
38,36,40,19,153,Rectangle
43,41,42,17,176,Apple
42,39,34,20,181,InvertedTriangle
37,35,34,17,179,Apple
38,32,33,20,165,InvertedTriangle
34,32,43,15,166,Pear
38,32,31,23,153,InvertedTriangle
43,43,41,17,170,Apple
35,27,37,17,176,Hourglass
37,37,35,17,169,Apple
38,36,40,16,150,Rectangle
38,29,39,18,173,Hourglass
34,33,36,18,172,Rectangle
38,32,36,16,162,Hourglass
32,30,39,17,172,Pear
37,35,35,19,161,Apple
35,27,37,19,153,Hourglass
38,35,33,21,161,InvertedTriangle
40,37,40,16,181,Rectangle
40,37,34,24,162,InvertedTriangle
39,33,34,24,179,InvertedTriangle
39,38,38,20,176,Apple
39,39,38,18,164,Apple
32,27,43,18,164,Pear
39,36,39,18,176,Rectangle
37,28,37,18,154,Hourglass
38,35,30,21,181,InvertedTriangle
38,37,37,16,150,Rectangle
37,37,36,17,152,Apple
34,31,45,18,158,Pear
37,36,39,19,161,Rectangle
36,34,47,17,165,Pear
44,38,35,23,164,InvertedTriangle
34,30,42,16,153,Pear
37,35,47,17,153,Pear
35,30,47,18,158,Pear
36,35,36,16,180,Rectangle
40,37,39,16,177,Rectangle
36,29,36,16,168,Hourglass
36,26,34,17,152,Hourglass
38,35,30,23,164,InvertedTriangle
36,33,44,17,159,Pear
37,35,36,18,181,Apple
32,29,44,17,151,Pear
39,38,37,19,182,Apple
41,39,39,17,180,Apple
41,35,43,16,150,Hourglass
36,33,38,17,161,Rectangle
42,37,32,21,169,InvertedTriangle
38,37,39,16,168,Rectangle
36,35,35,18,152,Apple
43,39,36,22,175,InvertedTriangle
39,36,38,19,175,Rectangle
41,36,33,24,185,InvertedTriangle
42,36,36,22,163,InvertedTriangle
38,36,37,19,183,Rectangle
38,36,46,18,156,Pear
40,38,42,18,176,Rectangle
40,40,37,20,157,Apple
46,40,38,22,178,InvertedTriangle
36,28,36,16,181,Hourglass
40,34,38,17,165,Hourglass
44,38,38,21,172,InvertedTriangle
34,30,44,15,180,Pear
42,32,44,19,157,Hourglass
39,37,38,18,153,Apple
36,34,33,20,150,Apple
43,37,34,20,157,InvertedTriangle
39,30,39,17,176,Hourglass
34,33,34,17,162,Rectangle
39,35,33,21,156,InvertedTriangle
34,32,41,18,151,Pear
35,29,37,17,157,Hourglass
38,32,38,16,177,Hourglass
40,36,30,21,150,InvertedTriangle
40,35,32,22,183,InvertedTriangle
37,35,36,19,163,Apple
37,32,46,16,155,Pear
39,30,40,19,161,Hourglass
32,30,38,17,151,Pear
36,30,34,17,156,Hourglass
34,29,41,17,179,Pear
32,27,43,18,151,Pear
34,27,34,16,166,Hourglass
36,26,38,18,156,Hourglass
40,39,39,17,178,Apple
42,36,42,19,155,Hourglass
37,33,45,15,172,Pear
45,41,40,23,170,InvertedTriangle
35,30,41,15,156,Pear
39,33,37,18,166,Hourglass
38,37,40,19,169,Rectangle
40,38,39,19,151,Rectangle
41,35,31,24,151,InvertedTriangle
36,28,36,17,175,Hourglass
35,30,43,15,172,Pear
34,29,40,16,157,Pear
45,42,37,21,180,InvertedTriangle
36,32,42,16,174,Pear
44,38,37,22,153,InvertedTriangle
41,39,40,20,155,Apple
39,37,38,19,157,Apple
38,36,37,16,173,Rectangle
42,42,40,17,184,Apple
42,32,41,19,165,Hourglass
42,41,40,20,162,Apple
32,28,42,17,184,Pear
39,33,39,18,166,Hourglass
39,39,37,17,178,Apple
40,31,42,16,165,Hourglass
39,38,40,16,168,Rectangle
36,35,34,20,151,Apple
38,31,38,16,169,Hourglass
37,36,34,19,153,Apple
41,33,43,18,171,Hourglass
39,36,40,18,185,Rectangle
38,36,39,16,170,Rectangle
43,39,33,24,180,InvertedTriangle
44,39,38,20,166,InvertedTriangle
39,38,39,19,156,Rectangle
37,36,39,16,155,Rectangle
43,41,41,20,156,Apple
42,41,40,18,152,Apple
34,31,36,16,181,Rectangle
40,34,32,21,175,InvertedTriangle
45,42,40,23,157,InvertedTriangle
38,33,46,15,171,Pear
32,29,41,15,172,Pear
39,29,37,16,177,Hourglass
41,38,33,20,163,InvertedTriangle
36,27,35,18,162,Hourglass
36,33,43,15,176,Pear
40,35,35,20,150,InvertedTriangle
35,29,36,19,183,Hourglass
41,38,32,23,152,InvertedTriangle
40,35,33,21,151,InvertedTriangle
36,34,38,19,165,Rectangle
37,35,44,15,168,Pear
33,29,41,17,174,Pear
35,33,47,18,174,Pear
45,40,36,22,167,InvertedTriangle
42,40,41,20,154,Apple
34,31,35,16,175,Rectangle
38,33,45,18,175,Pear
34,31,35,17,151,Rectangle
39,32,38,19,152,Hourglass
34,32,40,17,162,Pear
38,36,40,19,172,Rectangle
46,40,37,20,164,InvertedTriangle
36,31,47,16,155,Pear
